BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
  3;8   ;AS  ;Dinslaken-Nord                                    ;9   ;AS  ;Dinslaken-Süd                                     ; 3,6;11
  3;9   ;AS  ;Dinslaken-Süd                                     ;10  ;AK  ;Oberhausen, Kreuz                                 ; 3,0;11
  3;10  ;AK  ;Oberhausen, Kreuz                                 ;11  ;AS  ;Oberhausen-Holten                                 ; 3,3;11
  3;11  ;AS  ;Oberhausen-Holten                                 ;12  ;AK  ;Oberhausen-West, Kreuz                            ; 3,1;11
  3;12  ;AK  ;Oberhausen-West, Kreuz                            ;13  ;AS  ;Oberhausen-Lirich                                 ; 1,3;11
  3;13  ;AS  ;Oberhausen-Lirich                                 ;14  ;AK  ;Kaiserberg, Kreuz                                 ; 3,8;11
  3;14  ;AK  ;Kaiserberg, Kreuz                                 ;15  ;AS  ;Duisburg-Wedau                                    ; 4,6;11
  3;15  ;AS  ;Duisburg-Wedau                                    ;16  ;AK  ;Breitscheid, Kreuz                                ; 8,1;11
  3;16  ;AK  ;Breitscheid, Kreuz                                ;17  ;AK  ;Ratingen-Ost, Kreuz                               ; 6,8;11
  3;17  ;AK  ;Ratingen-Ost, Kreuz                               ;18  ;AS  ;Mettmann                                          ; 4,6;11
  3;18  ;AS  ;Mettmann                                          ;19  ;AK  ;Hilden, Kreuz                                     ; 7,7;11
  3;19  ;AK  ;Hilden, Kreuz                                     ;20  ;AS  ;Solingen                                          ; 8,7;11
  3;20  ;AS  ;Solingen                                          ;21  ;AK  ;Langenfeld, Kreuz                                 ; 0,9;11
  3;21  ;AK  ;Langenfeld, Kreuz                                 ;22  ;AS  ;Opladen                                           ; 6,5;11
  3;22  ;AS  ;Opladen                                           ;23  ;AK  ;Leverkusen, Kreuz                                 ; 1,9;11
  3;23  ;AK  ;Leverkusen, Kreuz                                 ;24  ;AS  ;Leverkusen                                        ; 2,0;11
  3;24  ;AS  ;Leverkusen                                        ;25  ;AS  ;Köln-Mülheim                                      ; 4,6;11
  3;25  ;AS  ;Köln-Mülheim                                      ;26  ;AS  ;Köln-Dellbrück                                    ; 2,2;11
  3;26  ;AS  ;Köln-Dellbrück                                    ;27  ;AK  ;Köln-Ost, Kreuz                                   ; 1,6;11
  3;27  ;AK  ;Köln-Ost, Kreuz                                   ;28  ;AD  ;Heumar, Dreieck                                   ; 3,6;11
  3;28  ;AD  ;Heumar, Dreieck                                   ;29  ;AS  ;Königsforst                                       ; 3,5;11
  3;29  ;AS  ;Königsforst                                       ;30a ;AS  ;Rösrath                                           ; 6,5;11
  3;30a ;AS  ;Rösrath                                           ;30b ;AS  ;Lohmar-Nord                                       ; 4,5;11
  3;30b ;AS  ;Lohmar-Nord                                       ;31  ;AS  ;Lohmar                                            ; 3,3;11
  3;31  ;AS  ;Lohmar                                            ;32  ;AK  ;Bonn/Siegburg, Kreuz                              ; 6,0;11
  3;32  ;AK  ;Bonn/Siegburg, Kreuz                              ;33  ;AS  ;Siebengebirge                                     ;11,1;11
  3;33  ;AS  ;Siebengebirge                                     ;34  ;AS  ;Bad Honnef/Linz                                   ; 5,7;11
  3;34  ;AS  ;Bad Honnef/Linz                                   ;35  ;AS  ;Neustadt (Wied)                                   ; 9,3;11
  3;35  ;AS  ;Neustadt (Wied)                                   ;36  ;AS  ;Neuwied                                           ; 8,3;11
  3;36  ;AS  ;Neuwied                                           ;37  ;AS  ;Dierdorf                                          ; 6,3;11
  3;37  ;AS  ;Dierdorf                                          ;38  ;AS  ;Ransbach-Baumbach                                 ;13,3;11
  3;38  ;AS  ;Ransbach-Baumbach                                 ;39  ;AD  ;Dernbach, Dreieck                                 ; 3,2;11
  3;39  ;AD  ;Dernbach, Dreieck                                 ;-   ;AS  ;Montabaur (ICE-Bahnhof)                           ; 5,1;11
  3;-   ;AS  ;Montabaur (ICE-Bahnhof)                           ;40  ;AS  ;Montabaur                                         ; 0,8;11
  3;40  ;AS  ;Montabaur                                         ;41  ;AS  ;Diez                                              ;10,4;11
  3;41  ;AS  ;Diez                                              ;42  ;AS  ;Limburg-Nord                                      ; 9,4;11
  3;42  ;AS  ;Limburg-Nord                                      ;43  ;AS  ;Limburg-Süd                                       ; 2,2;11
  3;43  ;AS  ;Limburg-Süd                                       ;44  ;AS  ;Bad Camberg                                       ;15,1;11
  3;44  ;AS  ;Bad Camberg                                       ;45  ;AS  ;Idstein                                           ; 9,5;11
  3;45  ;AS  ;Idstein                                           ;46  ;AS  ;Wiesbaden/Niedernhausen                           ;10,1;11
  3;46  ;AS  ;Wiesbaden/Niedernhausen                           ;47  ;AK  ;Wiesbadener Kreuz                                 ;10,7;11
  3;47  ;AK  ;Wiesbadener Kreuz                                 ;48  ;AS  ;Raunheim                                          ; 7,3;11
  3;48  ;AS  ;Raunheim                                          ;48  ;AD  ;Mönchhof-Dreieck                                  ; 1,2;11
  3;48  ;AD  ;Mönchhof-Dreieck                                  ;49  ;AS  ;Kelsterbach                                       ; 4,5;11
  3;49  ;AS  ;Kelsterbach                                       ;50  ;AS  ;Frankfurt a. Main-Flughafen                       ; 3,0;11
  3;50  ;AS  ;Frankfurt a. Main-Flughafen                       ;50  ;AK  ;Frankfurter Kreuz                                 ; 1,3;11
  3;50  ;AK  ;Frankfurter Kreuz                                 ;51  ;AS  ;Frankfurt a. Main-Süd                             ; 3,3;11
  3;51  ;AS  ;Frankfurt a. Main-Süd                             ;52  ;AK  ;Offenbacher Kreuz                                 ; 5,7;11
  3;52  ;AK  ;Offenbacher Kreuz                                 ;52  ;AS  ;Offenbach                                         ; 1,0;11
  3;52  ;AS  ;Offenbach                                         ;53  ;AS  ;Obertshausen                                      ; 6,2;11
  3;53  ;AS  ;Obertshausen                                      ;54  ;AS  ;Hanau                                             ; 4,7;11
  3;54  ;AS  ;Hanau                                             ;55  ;AS  ;Seligenstadt                                      ; 5,2;11
  3;55  ;AS  ;Seligenstadt                                      ;56  ;AD  ;Seligenstädter Dreieck                            ; 6,7;11
  3;56  ;AD  ;Seligenstädter Dreieck                            ;57  ;AS  ;Stockstadt                                        ; 2,8;11
  3;57  ;AS  ;Stockstadt                                        ;58  ;AS  ;Aschaffenburg-West                                ; 1,6;11
  3;58  ;AS  ;Aschaffenburg-West                                ;59  ;AS  ;Aschaffenburg-Ost                                 ; 7,1;11
  3;59  ;AS  ;Aschaffenburg-Ost                                 ;60  ;AS  ;Goldbach                                          ; 1,9;11
  3;60  ;AS  ;Goldbach                                          ;61  ;AS  ;Hösbach                                           ; 2,3;11
  3;61  ;AS  ;Hösbach                                           ;62  ;AS  ;Bessenbach/Waldaschaff                            ; 2,9;11
  3;62  ;AS  ;Bessenbach/Waldaschaff                            ;63  ;AS  ;Weibersbrunn                                      ; 8,7;11
  3;63  ;AS  ;Weibersbrunn                                      ;64  ;AS  ;Rohrbrunn                                         ; 5,8;11
  3;64  ;AS  ;Rohrbrunn                                         ;65  ;AS  ;Marktheidenfeld                                   ;15,5;11
  3;65  ;AS  ;Marktheidenfeld                                   ;66  ;AS  ;Wertheim/Lengfurt                                 ; 7,0;11
  3;66  ;AS  ;Wertheim/Lengfurt                                 ;67  ;AS  ;Helmstadt                                         ;14,5;11
  3;67  ;AS  ;Helmstadt                                         ;68  ;AD  ;Würzburg-West, Dreieck                            ; 4,2;11
  3;68  ;AD  ;Würzburg-West, Dreieck                            ;69  ;AS  ;Würzburg/Kist                                     ; 1,9;11
  3;69  ;AS  ;Würzburg/Kist                                     ;70  ;AS  ;Würzburg-Heidingsfeld                             ; 6,3;11
  3;70  ;AS  ;Würzburg-Heidingsfeld                             ;71  ;AS  ;Würzburg/Randersacker                             ; 5,6;11
  3;71  ;AS  ;Würzburg/Randersacker                             ;72  ;AS  ;Rottendorf                                        ; 6,8;11
  3;72  ;AS  ;Rottendorf                                        ;73  ;AK  ;Biebelried, Kreuz                                 ; 2,0;11
  3;73  ;AK  ;Biebelried, Kreuz                                 ;74  ;AS  ;Kitzingen/Schwarzach                              ; 8,8;11
  3;74  ;AS  ;Kitzingen/Schwarzach                              ;75  ;AS  ;Wiesentheid                                       ;10,1;11
  3;75  ;AS  ;Wiesentheid                                       ;76  ;AS  ;Geiselwind                                        ;10,1;11
  3;76  ;AS  ;Geiselwind                                        ;77  ;AS  ;Schlüsselfeld                                     ;12,0;11
  3;77  ;AS  ;Schlüsselfeld                                     ;78  ;AS  ;Höchstadt-Nord                                    ;11,8;11
  3;78  ;AS  ;Höchstadt-Nord                                    ;79  ;AS  ;Pommersfelden                                     ; 2,8;11
  3;79  ;AS  ;Pommersfelden                                     ;80  ;AS  ;Höchstadt-Ost                                     ; 4,0;11
  3;80  ;AS  ;Höchstadt-Ost                                     ;81  ;AS  ;Erlangen-West                                     ; 9,2;11
  3;81  ;AS  ;Erlangen-West                                     ;82  ;AS  ;Erlangen-Frauenaurach                             ; 7,4;11
  3;82  ;AS  ;Erlangen-Frauenaurach                             ;83  ;AK  ;Fürth/Erlangen, Kreuz                             ; 3,7;11
  3;83  ;AK  ;Fürth/Erlangen, Kreuz                             ;84  ;AS  ;Erlangen-Tennenlohe                               ; 3,8;11
  3;84  ;AS  ;Erlangen-Tennenlohe                               ;85  ;AS  ;Nürnberg-Nord                                     ; 8,7;11
  3;85  ;AS  ;Nürnberg-Nord                                     ;86  ;AS  ;Nürnberg/Behringersdorf                           ; 4,0;11
  3;86  ;AS  ;Nürnberg/Behringersdorf                           ;87  ;AS  ;Nürnberg-Mögeldorf                                ; 1,1;11
  3;87  ;AS  ;Nürnberg-Mögeldorf                                ;88  ;AK  ;Nürnberg, Kreuz                                   ; 4,6;11
  3;88  ;AK  ;Nürnberg, Kreuz                                   ;89  ;AK  ;Altdorf, Kreuz                                    ; 7,5;11
  3;89  ;AK  ;Altdorf, Kreuz                                    ;90  ;AS  ;Altdorf/Burgthann                                 ; 4,1;11
  3;90  ;AS  ;Altdorf/Burgthann                                 ;91  ;AS  ;Oberölsbach                                       ; 6,6;11
  3;91  ;AS  ;Oberölsbach                                       ;92  ;AS  ;Neumarkt/OPf.                                     ; 6,5;11
  3;92  ;AS  ;Neumarkt/OPf.                                     ;93  ;AS  ;Velburg                                           ;16,6;11
  3;93  ;AS  ;Velburg                                           ;94  ;AS  ;Parsberg                                          ;10,5;11
  3;94  ;AS  ;Parsberg                                          ;95  ;AS  ;Beratzhausen                                      ;10,9;11
  3;95  ;AS  ;Beratzhausen                                      ;96  ;AS  ;Laaber                                            ; 6,4;11
  3;96  ;AS  ;Laaber                                            ;97  ;AS  ;Nittendorf                                        ; 8,8;11
  3;97  ;AS  ;Nittendorf                                        ;98  ;AS  ;Sinzing                                           ; 7,5;11
  3;98  ;AS  ;Sinzing                                           ;99  ;AK  ;Regensburg, Kreuz                                 ; 2,8;11
  3;99  ;AK  ;Regensburg, Kreuz                                 ;100a;AS  ;Regensburg-Klinikum                               ; 3,2;11
  3;100a;AS  ;Regensburg-Klinikum                               ;100b;AS  ;Regensburg-Burgweinting                           ; 2,3;11
  3;100b;AS  ;Regensburg-Burgweinting                           ;101 ;AS  ;Regensburg-Ost                                    ; 1,2;11
  3;101 ;AS  ;Regensburg-Ost                                    ;102 ;AS  ;Neutraubling                                      ; 3,4;11
  3;102 ;AS  ;Neutraubling                                      ;103 ;AS  ;Rosenhof                                          ; 3,3;11
